OBJECTID;Area;Funzionante;VIA___P_zza___Corso;Indirizzo;Civico;Città;CAP;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
441;Piazza Lima;SI;Corso;Buenos Aires;42;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.211250000000064;45.47980000000007;(45.47980000000007, 9.211250000000064)
442;Piazza Lima;SI;Piazza;Lima;;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.21136000000007;45.48010000000005;(45.48010000000005, 9.21136000000007)
443;Bacone/Morgagni;SI;Piazzale;Bacone;;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.214200000000062;45.48046000000005;(45.48046000000005, 9.214200000000062)
444;Bacone/Morgagni;SI;Via;Plinio;13;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.213130000000035;45.47899000000007;(45.47899000000007, 9.213130000000035)
445;Bacone/Morgagni;SI;Piazzale;Lavater;;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.210790000000031;45.476590000000044;(45.476590000000044, 9.210790000000031)
446;Bacone/Morgagni;SI;Piazzale;Lavater;;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.211160000000064;45.476690000000076;(45.476690000000076, 9.211160000000064)
447;Aires/Petrella;SI;Corso;Buenos Aires;57;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.212930000000028;45.48223000000007;(45.48223000000007, 9.212930000000028)
450;Via Benedetto Marcello;SI;Via;Benedetto Marcello;93;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.209990000000062;45.483130000000074;(45.483130000000074, 9.209990000000062)
451;Via Benedetto Marcello;SI;Via;Benedetto Marcello;89;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.209220000000073;45.48240000000004;(45.48240000000004, 9.209220000000073)
452;Via Benedetto Marcello;SI;Via;Benedetto Marcello;48;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.210710000000063;45.48290000000003;(45.48290000000003, 9.210710000000063)
453;Buenos Aires - Boscovich;SI;Corso;Buenos Aires;33;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.20688000000007;45.48059000000006;(45.48059000000006, 9.20688000000007)
454;Aires/Gregorio;SI;Corso;Buenos Aires;22;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.208560000000034;45.47769000000005;(45.47769000000005, 9.208560000000034)
455;Aires/Tunisia/PSFR;SI;Viale;Regina  Giovanna;3;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.208420000000046;45.47593000000006;(45.47593000000006, 9.208420000000046)
456;Aires/Tunisia/PSFR;SI;Corso;Buenos Aires;14;MILANO;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.20873000000006;45.47789000000006;(45.47789000000006, 9.20873000000006)
457;Piazza Oberdan;SI;Piazza;Guglielmo Oberdan;;MILANO;20121;1;3;GIARDINI P.TA VENEZIA;9.204470000000072;45.47467000000006;(45.47467000000006, 9.204470000000072)
458;Piazza Oberdan;SI;Piazza;Guglielmo Oberdan;2/A;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.208260000000053;45.47484000000003;(45.47484000000003, 9.208260000000053)
459;Piazzale Marengo;SI;Piazzale;Marengo;8;MILANO;20121;1;3;GIARDINI P.TA VENEZIA;9.196790000000021;45.474060000000065;(45.474060000000065, 9.196790000000021)
460;G.ni Settembrini;SI;Via;San Gregorio;29/A;MILANO;20154;1;69;SARPI;9.17312000000004;45.47950000000003;(45.47950000000003, 9.17312000000004)
461;Zona Centro;SI;Piazza;Armando Diaz;;MILANO;20123;1;1;DUOMO;9.190140000000042;45.46261000000004;(45.46261000000004, 9.190140000000042)
462;Zona Centro;SI;Piazza;Castello;;MILANO;20121;1;1;DUOMO;9.180320000000052;45.46956000000006;(45.46956000000006, 9.180320000000052)
463;Zona Centro;SI;Piazza;Castello;;MILANO;20121;1;1;DUOMO;9.180790000000059;45.469520000000045;(45.469520000000045, 9.180790000000059)
464;Zona Centro;SI;Piazza;Castello;;MILANO;20121;1;1;DUOMO;9.180600000000027;45.46963000000005;(45.46963000000005, 9.180600000000027)
465;Dante/Meravigli UEFA;SI;Largo;Cairoli;;MILANO;20121;1;1;DUOMO;9.18127000000004;45.46926000000008;(45.46926000000008, 9.18127000000004)
466;Zona Centro;SI;Largo;Cairoli;;MILANO;20121;1;1;DUOMO;9.181370000000072;45.469400000000064;(45.469400000000064, 9.181370000000072)
467;Zona Centro;SI;Largo;Cairoli;;MILANO;20121;1;2;BRERA;9.182180000000074;45.468450000000075;(45.468450000000075, 9.182180000000074)
468;Via Cusani;SI;Via;Cusani;4;MILANO;20121;1;2;BRERA;9.184420000000046;45.468920000000026;(45.468920000000026, 9.184420000000046)
469;Zona Centro;SI;Largo;Cairoli;;MILANO;20121;1;1;DUOMO;9.182450000000074;45.46786000000003;(45.46786000000003, 9.182450000000074)
470;Dante/Meravigli UEFA;SI;Via;Dante;14;MILANO;20121;1;2;BRERA;9.182830000000024;45.46781000000004;(45.46781000000004, 9.182830000000024)
471;Dante/Meravigli UEFA;SI;Via;Dante;12;MILANO;20121;1;2;BRERA;9.18342000000007;45.46738000000005;(45.46738000000005, 9.18342000000007)
472;Dante/Meravigli UEFA;SI;Via;Dante;6;MILANO;20121;1;2;BRERA;9.184810000000027;45.466800000000035;(45.466800000000035, 9.184810000000027)
473;Dante/Meravigli UEFA;SI;Via;Dante;5;MILANO;20121;1;2;BRERA;9.185940000000073;45.46615000000003;(45.46615000000003, 9.185940000000073)
474;Piazza Affari;SI;Piazza;degli Affari;;MILANO;20123;1;1;DUOMO;9.183310000000063;45.46494000000007;(45.46494000000007, 9.183310000000063)
477;Zona Centro;SI;Piazza;Cordusio;;MILANO;20123;1;1;DUOMO;9.186660000000074;45.46511000000004;(45.46511000000004, 9.186660000000074)
478;Dante/Meravigli UEFA;SI;Via;dei Mercanti;8;MILANO;20121;1;1;DUOMO;9.187670000000026;45.465310000000045;(45.465310000000045, 9.187670000000026)
480;Zona Centro;SI;Piazza;del Duomo;19;MILANO;20123;1;1;DUOMO;9.188120000000026;45.46463000000006;(45.46463000000006, 9.188120000000026)
481;Zona Centro;SI;Piazza;dei Mercanti;1;MILANO;20123;1;1;DUOMO;9.187550000000044;45.46474000000006;(45.46474000000006, 9.187550000000044)
482;Zona Centro;SI;Via ;Orefici;2;MILANO;20123;1;1;DUOMO;9.187650000000076;45.464000000000055;(45.464000000000055, 9.187650000000076)
483;Zona Centro;SI;Piazza;del Duomo;;MILANO;20123;1;1;DUOMO;9.18781000000007;45.46410000000003;(45.46410000000003, 9.18781000000007)
484;Via Torino;SI;Via ;Torino;16;MILANO;20123;1;1;DUOMO;9.187280000000044;45.46336000000008;(45.46336000000008, 9.187280000000044)
487;Via Torino;SI;Via ;Torino;58;MILANO;20123;1;1;DUOMO;9.183670000000063;45.460690000000056;(45.460690000000056, 9.183670000000063)
489;Zona Centro;SI;Piazza;del Duomo;;MILANO;20123;1;1;DUOMO;9.189690000000041;45.463790000000074;(45.463790000000074, 9.189690000000041)
490;Zona Centro;SI;Piazza;del Duomo;;MILANO;20123;1;1;DUOMO;9.189250000000072;45.46387000000004;(45.46387000000004, 9.189250000000072)
491;Zona Centro;SI;Piazza;del Duomo;;MILANO;20123;1;1;DUOMO;9.189880000000073;45.463490000000036;(45.463490000000036, 9.189880000000073)
494;Zona Centro;SI;Piazza;del Duomo;;MILANO;20121;1;1;DUOMO;9.19264000000004;45.46491000000003;(45.46491000000003, 9.19264000000004)
495;Via Larga;SI;Via;Larga;7;MILANO;20122;1;1;DUOMO;9.192680000000053;45.46464000000003;(45.46464000000003, 9.192680000000053)
497;Zona Centro;SI;Corso;Vittorio Emanuele II;;MILANO;20122;1;1;DUOMO;9.193410000000029;45.464770000000044;(45.464770000000044, 9.193410000000029)
498;Zona Centro;SI;Corso;Vittorio Emanuele II;4;MILANO;20122;1;1;DUOMO;9.19473000000005;45.465220000000045;(45.465220000000045, 9.19473000000005)
499;Zona Centro;SI;Corso;Vittorio Emanuele II;4;MILANO;20122;1;1;DUOMO;9.194750000000056;45.464950000000044;(45.464950000000044, 9.194750000000056)
500;Zona Centro;SI;Corso;Vittorio Emanuele II;30;MILANO;20122;1;1;DUOMO;9.196150000000046;45.465670000000046;(45.465670000000046, 9.196150000000046)
502;Zona Centro;SI;Corso;Vittorio Emanuele II;37/B;MILANO;20122;1;1;DUOMO;9.197010000000034;45.46596000000005;(45.46596000000005, 9.197010000000034)
505;Zona Centro;SI;Piazza;San Babila;;MILANO;20122;1;1;DUOMO;9.197640000000035;45.467040000000054;(45.467040000000054, 9.197640000000035)
509;Zona Centro;SI;Piazza;del Duomo;;MILANO;20121;1;1;DUOMO;9.19404000000003;45.46593000000007;(45.46593000000007, 9.19404000000003)
510;Zona Centro;SI;Piazza;del Duomo;;MILANO;20123;1;1;DUOMO;9.190120000000036;45.46463000000006;(45.46463000000006, 9.190120000000036)
511;Zona Centro;SI;Piazza;del Duomo;21;MILANO;20121;1;1;DUOMO;9.188760000000059;45.46470000000005;(45.46470000000005, 9.188760000000059)
512;Zona Centro;SI;Piazza;del Duomo;21;MILANO;20121;1;1;DUOMO;9.188470000000052;45.464770000000044;(45.464770000000044, 9.188470000000052)
513;Zona Centro;SI;Piazza;del Duomo;21;MILANO;20123;1;1;DUOMO;9.189160000000072;45.464530000000025;(45.464530000000025, 9.189160000000072)
515;Zona Centro;SI;Galleria;Vittorio Emanuele II;;MILANO;20121;1;1;DUOMO;9.190080000000023;45.465050000000076;(45.465050000000076, 9.190080000000023)
518;Zona Centro;SI;Galleria;Vittorio Emanuele II;;MILANO;20121;1;1;DUOMO;9.189970000000073;45.46651000000003;(45.46651000000003, 9.189970000000073)
519;Zona Centro;SI;Piazza;Scala;;MILANO;20121;1;1;DUOMO;9.189810000000023;45.46687000000003;(45.46687000000003, 9.189810000000023)
520;Zona Centro;SI;Piazza;Scala;;MILANO;20121;1;2;BRERA;9.189580000000035;45.46778000000006;(45.46778000000006, 9.189580000000035)
527;Largo Treves 1;SI;Largo;Treves;1;MILANO;20121;1;2;BRERA;9.18679000000003;45.47520000000003;(45.47520000000003, 9.18679000000003)
528;Largo Treves 1;SI;Largo;Treves;1;MILANO;20121;1;2;BRERA;9.186290000000042;45.47521000000006;(45.47521000000006, 9.186290000000042)
529;De Benedetti 1;SI;Largo;De Benedetti;1;MILANO;20124;9;11;ISOLA;9.193730000000073;45.48593000000005;(45.48593000000005, 9.193730000000073)
530;De Benedetti 1;SI;Largo;De Benedetti;1;MILANO;20124;9;9;PORTA GARIBALDI - PORTA NUOVA;9.194370000000049;45.48619000000008;(45.48619000000008, 9.194370000000049)
532;Statuto 17;SI;Via;Statuto;17;MILANO;20121;1;2;BRERA;9.185530000000028;45.47675000000004;(45.47675000000004, 9.185530000000028)
535;San Marco 45;SI;Via;San Marco;45;MILANO;20121;1;2;BRERA;9.188850000000059;45.47858000000008;(45.47858000000008, 9.188850000000059)
536;Marsala 8;SI;Via;Marsala;8;MILANO;20121;1;2;BRERA;9.187410000000057;45.47883000000007;(45.47883000000007, 9.187410000000057)
537;Marsala 8;SI;Via;Marsala;8;MILANO;20121;1;2;BRERA;9.187040000000025;45.47885000000008;(45.47885000000008, 9.187040000000025)
539;Di Porta nuova 23;SI;Via;Castelfidardo;14;MILANO;20121;1;2;BRERA;9.19055000000003;45.47885000000008;(45.47885000000008, 9.19055000000003)
540;Sturzo 49;SI;Viale;Sturzo;49;MILANO;20154;9;9;PORTA GARIBALDI - PORTA NUOVA;9.184820000000059;45.48417000000006;(45.48417000000006, 9.184820000000059)
541;Cimitero Monumentale;SI;Piazzale;Cimitero Monumentale;14;MILANO;20154;8;69;SARPI;9.181680000000028;45.48602000000005;(45.48602000000005, 9.181680000000028)
542;Zara;SI;Viale;Zara;100;Milano;20125;2;12;MACIACHINI - MAGGIOLINA;9.195800000000077;45.49732000000006;(45.49732000000006, 9.195800000000077)
543;Zubiani;SI;Via;Zubiani;1;MILANO;20161;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.186010000000067;45.506950000000074;(45.506950000000074, 9.186010000000067)
544;Ospedale Maggiore - Niguarda;SI;Via;Ettore Majorana;6;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.185920000000067;45.51280000000003;(45.51280000000003, 9.185920000000067)
545;Ospedale Maggiore - Niguarda;SI;Via;Ettore Majorana;6;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.185280000000034;45.51272000000006;(45.51272000000006, 9.185280000000034)
546;Cherasco 5;SI;Via;Cherasco;5;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.192800000000034;45.51001000000008;(45.51001000000008, 9.192800000000034)
547;Cirie 9;SI;Via;Ciriè;9;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.195650000000057;45.511600000000044;(45.511600000000044, 9.195650000000057)
548;Cirie 9;SI;Via;Ciriè;9;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.195700000000045;45.51278000000008;(45.51278000000008, 9.195700000000045)
549;Gregorovius 15;SI;Via;Gregorovius;15;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.197380000000067;45.51409000000007;(45.51409000000007, 9.197380000000067)
552;Tarvisio 13;SI;Via ;Privata Tarvisio;13;MILANO;20125;2;13;GRECO - SEGNANO;9.206920000000025;45.49731000000003;(45.49731000000003, 9.206920000000025)
553;De Marchi 66;SI;Via;Emilio De Marchi;66;MILANO;20125;2;13;GRECO - SEGNANO;9.211740000000077;45.50425000000007;(45.50425000000007, 9.211740000000077)
554;Giolli 29;SI;Via;Giolli;29;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.210450000000037;45.526920000000075;(45.526920000000075, 9.210450000000037)
555;Passerini;SI;Via;Gian Battista Passerini;5;MILANO;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.193560000000048;45.51521000000008;(45.51521000000008, 9.193560000000048)
557;S. Arnaldo 17;SI;Via;Sant'Arnaldo;17;MILANO;20161;9;83;BRUZZANO;9.177220000000034;45.525100000000066;(45.525100000000066, 9.177220000000034)
558;S. Arnaldo 17;SI;Via;Sant'Arnaldo;17;MILANO;20161;9;83;BRUZZANO;9.17721000000006;45.52490000000006;(45.52490000000006, 9.17721000000006)
559;Martiri Deportazione;SI;Piazzale;Martiri della Deportazione;1;MILANO;20161;9;84;PARCO NORD;9.181050000000027;45.52896000000004;(45.52896000000004, 9.181050000000027)
560;Martiri Deportazione;SI;Piazzale;Martiri della Deportazione;1;MILANO;20161;9;84;PARCO NORD;9.181470000000047;45.52917000000008;(45.52917000000008, 9.181470000000047)
561;S.Erlembaldo 4;SI;Via;Erlembaldo;4;MILANO;20126;2;16;GORLA - PRECOTTO;9.219430000000045;45.505130000000065;(45.505130000000065, 9.219430000000045)
562;S.Erlembaldo 4;SI;Via;Erlembaldo;4;MILANO;20126;2;16;GORLA - PRECOTTO;9.219440000000077;45.50413000000003;(45.50413000000003, 9.219440000000077)
563;Sammartini 71-73;SI;Via;Sammartini;71;MILANO;20125;2;13;GRECO - SEGNANO;9.212240000000065;45.495750000000044;(45.495750000000044, 9.212240000000065)
564;Ferrante Aporti 3;SI;Via;Ferrante Aporti;3;MILANO;20125;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.209680000000048;45.48965000000004;(45.48965000000004, 9.209680000000048)
565;Deledda 9/a;SI;Via;Deledda;9/A;MILANO;20127;2;20;LORETO - CASORETTO - NOLO;9.216050000000052;45.487820000000056;(45.487820000000056, 9.216050000000052)
566;Livigno 3;SI;Via;Livigno;3;MILANO;20158;9;79;DERGANO;9.178260000000023;45.49857000000003;(45.49857000000003, 9.178260000000023)
567;Livigno 3;SI;Via;Livigno;3;MILANO;20158;9;79;DERGANO;9.178090000000054;45.498740000000055;(45.498740000000055, 9.178090000000054)
568;Livigno 3;SI;Via;Livigno;3;MILANO;20158;9;79;DERGANO;9.177610000000072;45.49872000000005;(45.49872000000005, 9.177610000000072)
569;Guerzoni 38;SI;Via;Guerzoni;38;MILANO;20158;9;79;DERGANO;9.176130000000057;45.500170000000026;(45.500170000000026, 9.176130000000057)
570;Guerzoni 38;SI;Via;Guerzoni;38;MILANO;20158;9;79;DERGANO;9.175920000000076;45.50036000000006;(45.50036000000006, 9.175920000000076)
571;Catone;SI;Via;Privata Catone;24;MILANO;20158;9;77;BOVISA;9.17085000000003;45.498980000000074;(45.498980000000074, 9.17085000000003)
572;Catone;SI;Via;Privata Catone;24;MILANO;20158;9;77;BOVISA;9.171430000000043;45.49921000000006;(45.49921000000006, 9.171430000000043)
573;Catone;SI;Via;Privata Catone;24;MILANO;20158;9;77;BOVISA;9.170980000000043;45.49876000000006;(45.49876000000006, 9.170980000000043)
575;Baldinucci 76;SI;Via ;Baldinucci;76;MILANO;20158;9;77;BOVISA;9.169080000000065;45.503630000000044;(45.503630000000044, 9.169080000000065)
576;Val di Bondo 13;SI;Via ;Val di Bondo;13;MILANO;20161;9;82;COMASINA;9.15996000000007;45.52425000000005;(45.52425000000005, 9.15996000000007)
577;Parea 26;SI;Via;Parea;26;MILANO;20138;4;31;MONLUE' - PONTE LAMBRO;9.263640000000066;45.442120000000045;(45.442120000000045, 9.263640000000066)
578;Parea 26;SI;Via;Parea;26;MILANO;20138;4;31;MONLUE' - PONTE LAMBRO;9.263770000000022;45.44284000000005;(45.44284000000005, 9.263770000000022)
579;Ungheria 29;SI;Viale;Ungheria;29;MILANO;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.254800000000046;45.447190000000035;(45.447190000000035, 9.254800000000046)
580;Ungheria 29;SI;Viale;Ungheria;29;MILANO;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.254800000000046;45.44741000000005;(45.44741000000005, 9.254800000000046)
581;Ungheria 29;SI;Viale;Ungheria;29;MILANO;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.253770000000031;45.44717000000003;(45.44717000000003, 9.253770000000031)
582;De Amicis 17;SI;Via;De Amicis;17;MILANO;20123;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.179370000000063;45.45781000000005;(45.45781000000005, 9.179370000000063)
583;Dei Fabbri 9;SI;Via;Dei Fabbri;9;MILANO;20123;1;1;DUOMO;9.180250000000058;45.45777000000004;(45.45777000000004, 9.180250000000058)
584;Scaldasole 3/A;SI;Via;Scaldasole ;3/A;MILANO;20123;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.179620000000057;45.45438000000007;(45.45438000000007, 9.179620000000057)
585;Custodi 13;SI;Via;Custodi;13;MILANO;20136;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.18276000000003;45.449220000000025;(45.449220000000025, 9.18276000000003)
586;D'Annunzio 15;SI;Via;Gabriele d'Annunzio;15;MILANO;20123;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.176230000000032;45.45416000000006;(45.45416000000006, 9.176230000000032)
587;Vico 18;SI;Via;G.B.Vico;18;MILANO;20123;1;7;MAGENTA - S. VITTORE;9.169480000000021;45.46123000000006;(45.46123000000006, 9.169480000000021)
588;via Azario 3;SI;Via;Azario;3;MILANO;20123;1;7;MAGENTA - S. VITTORE;9.168350000000032;45.46008000000006;(45.46008000000006, 9.168350000000032)
589;via Azario 3;SI;Via;Azario;3;MILANO;20123;1;7;MAGENTA - S. VITTORE;9.168130000000076;45.46027000000004;(45.46027000000004, 9.168130000000076)
590;Brivio 4;SI;Via;Brivio;4;MILANO;20158;9;79;DERGANO;9.177860000000067;45.503730000000076;(45.503730000000076, 9.177860000000067)
591;Brivio 4;SI;Via;Brivio;4;MILANO;20158;9;79;DERGANO;9.177490000000034;45.50392000000005;(45.50392000000005, 9.177490000000034)
592;Brivio 4;SI;Via;Brivio;4;MILANO;20158;9;79;DERGANO;9.177160000000072;45.50332000000003;(45.50332000000003, 9.177160000000072)
593;Bernardino da Novate 4;SI;Via;Bernardino da Novate;4;MILANO;20161;9;82;COMASINA;9.166760000000068;45.52502000000004;(45.52502000000004, 9.166760000000068)
594;Bovisasca 173;SI;Via;Bovisasca;173;MILANO;20157;9;81;BOVISASCA;9.155590000000075;45.51625000000007;(45.51625000000007, 9.155590000000075)
595;Satta 23;SI;Via;Satta;23;MILANO;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.145020000000045;45.51833000000005;(45.51833000000005, 9.145020000000045)
596;Val Trompia 45/A;SI;Via;Val Trompia ;45/A;MILANO;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.134580000000028;45.51926000000003;(45.51926000000003, 9.134580000000028)
597;Val Trompia 45/A;SI;Via;Val Trompia ;45/A;MILANO;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.134490000000028;45.519780000000026;(45.519780000000026, 9.134490000000028)
598;Carbonia 12;SI;Via;Carbonia;12;MILANO;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.130510000000072;45.51585000000006;(45.51585000000006, 9.130510000000072)
599;Aldini 72;SI;Via;Aldini;72;MILANO;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.131600000000049;45.511700000000076;(45.511700000000076, 9.131600000000049)
600;Ospedale Sacco - Grassi Giovanni Battista 74;SI;Via;Giovanni Grassi;74;MILANO;20157;8;74;ROSERIO;9.120650000000069;45.51879000000008;(45.51879000000008, 9.120650000000069)
601;Ferrario Grugnola 3;SI;Via;Ferrario Grugnola;3;MILANO;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.147340000000042;45.499250000000075;(45.499250000000075, 9.147340000000042)
602;Ferrario Grugnola 3;SI;Via;Ferrario Grugnola;3;MILANO;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.147770000000037;45.499250000000075;(45.499250000000075, 9.147770000000037)
603;Ferrario Grugnola 3;SI;Via;Ferrario Grugnola;3;MILANO;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.147530000000074;45.49938000000003;(45.49938000000003, 9.147530000000074)
604;Pecetta 29;SI;Via;Pecetta;29;MILANO;20155;8;70;GHISOLFA;9.16124000000002;45.49494000000004;(45.49494000000004, 9.16124000000002)
605;Pecetta 29;SI;Via;Pecetta;29;MILANO;20155;8;70;GHISOLFA;9.161250000000052;45.49538000000007;(45.49538000000007, 9.161250000000052)
606;Accursio 5;SI;Piazzale;Francesco Accursio;5;MILANO;20151;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.146480000000054;45.49151000000006;(45.49151000000006, 9.146480000000054)
607;Accursio 5;SI;Piazzale;Francesco Accursio;5;MILANO;20151;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.146120000000053;45.49169000000006;(45.49169000000006, 9.146120000000053)
608;Accursio 5;SI;Piazzale;Francesco Accursio;5;MILANO;20149;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.146400000000028;45.49109000000004;(45.49109000000004, 9.146400000000028)
609;Accursio 5;SI;Piazzale;Francesco Accursio;5;MILANO;20149;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.146300000000053;45.49111000000005;(45.49111000000005, 9.146300000000053)
610;Piazzale Accursio;SI;Viale;Certosa;79;MILANO;20151;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.145780000000059;45.49240000000003;(45.49240000000003, 9.145780000000059)
611;Piazzale Accursio;SI;Piazzale;Francesco Accursio;;MILANO;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.146650000000022;45.492620000000045;(45.492620000000045, 9.146650000000022)
612;Messina 53;SI;Via;Messina;53;MILANO;20154;8;70;GHISOLFA;9.17136000000005;45.48869000000008;(45.48869000000008, 9.17136000000005)
613;Via Procaccini 4;SI;Via;Giulio Cesare Procaccini;4;MILANO;20154;8;69;SARPI;9.175170000000037;45.484120000000075;(45.484120000000075, 9.175170000000037)
614;Via Procaccini 4;SI;Via;Giulio Cesare Procaccini;4;MILANO;20154;8;69;SARPI;9.175250000000062;45.483970000000056;(45.483970000000056, 9.175250000000062)
615;Taverna Gruppo Cinofili;SI;Via;Privata Taverna;;MILANO;20134;4;24;PARCO FORLANINI - CAVRIANO;9.254300000000057;45.46464000000003;(45.46464000000003, 9.254300000000057)
616;Aquila 81;SI;Via;Privata Aquila;81;MILANO;20134;4;24;PARCO FORLANINI - CAVRIANO;9.248900000000049;45.464330000000075;(45.464330000000075, 9.248900000000049)
617;Valvassori Peroni 56;SI;Via;Valvassori Peroni;56;MILANO;20133;3;22;CITTA' STUDI;9.236980000000074;45.479640000000074;(45.479640000000074, 9.236980000000074)
618;Valvassori Peroni 56;SI;Via;Valvassori Peroni;56;MILANO;20133;3;22;CITTA' STUDI;9.237610000000075;45.47963000000004;(45.47963000000004, 9.237610000000075)
619;Tommaso Pini 1;SI;Via;Tommaso Pini;1;MILANO;20134;3;23;LAMBRATE - ORTICA;9.240320000000054;45.48472000000004;(45.48472000000004, 9.240320000000054)
620;Piazza Caduti e dispersi in Russia 1;SI;Piazza;Caduti e Dispersi in Russia;1;MILANO;20134;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.257290000000069;45.48941000000008;(45.48941000000008, 9.257290000000069)
621;Piazza Caduti e dispersi in Russia 1;SI;Piazza;Caduti e Dispersi in Russia;1;MILANO;20134;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.255510000000072;45.49012000000005;(45.49012000000005, 9.255510000000072)
622;Piazza Caduti e dispersi in Russia 1;SI;Piazza;Caduti e Dispersi in Russia;1;MILANO;20134;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.255220000000065;45.48996000000005;(45.48996000000005, 9.255220000000065)
624;Ponzio 35;SI;Via;Ponzio ;35;MILANO;20133;3;22;CITTA' STUDI;9.229310000000055;45.48096000000004;(45.48096000000004, 9.229310000000055)
625;Ponzio 35;SI;Via;Ponzio ;35;MILANO;20133;3;22;CITTA' STUDI;9.229780000000062;45.480720000000076;(45.480720000000076, 9.229780000000062)
626;Piccinni 8;SI;Via;Piccinni;8;MILANO;20131;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.214980000000025;45.48260000000005;(45.48260000000005, 9.214980000000025)
627;Piccinni 8;SI;Via;Piccinni;8;MILANO;20131;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.215270000000032;45.48272000000003;(45.48272000000003, 9.215270000000032)
628;Ponzio 1;SI;Via;Ponzio ;1;MILANO;20133;3;22;CITTA' STUDI;9.229890000000069;45.47436000000005;(45.47436000000005, 9.229890000000069)
629;Colleoni 8;SI;Via;Colleoni;8;MILANO;20149;8;67;PORTELLO;9.154170000000022;45.483280000000036;(45.483280000000036, 9.154170000000022)
