OBJECTID;Area;Funzionante;VIA___P_zza___Corso;Indirizzo;Civico;Città;CAP;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
630;Colleoni 8;SI;Via;Colleoni;8;MILANO;20149;8;67;PORTELLO;9.153890000000047;45.48303000000004;(45.48303000000004, 9.153890000000047)
631;Colleoni 8;SI;Via;Colleoni;8;MILANO;20149;8;67;PORTELLO;9.154790000000048;45.483760000000075;(45.483760000000075, 9.154790000000048)
635;Lampugnano 145;SI;Via;Lampugnano ;145;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.10552000000007;45.49213000000003;(45.49213000000003, 9.10552000000007)
636;Lampugnano 145;SI;Via;Lampugnano ;145;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.106090000000052;45.49206000000004;(45.49206000000004, 9.106090000000052)
637;Ojetti 20;SI;Via;Ojetti;20;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.112790000000075;45.49459000000007;(45.49459000000007, 9.112790000000075)
638;Ojetti 20;SI;Via;Ojetti;20;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.11271000000005;45.49404000000004;(45.49404000000004, 9.11271000000005)
639;Ojetti 20;SI;Via;Ojetti;20;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.112610000000075;45.49416000000008;(45.49416000000008, 9.112610000000075)
640;Quarenghi 21;SI;Via;Quarenghi;21;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.115200000000073;45.49615000000006;(45.49615000000006, 9.115200000000073)
641;Quarenghi 21;SI;Via;Quarenghi;21;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.115000000000066;45.49581000000006;(45.49581000000006, 9.115000000000066)
642;Quarenghi 12;SI;Via;Quarenghi;12;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.12008000000003;45.49450000000007;(45.49450000000007, 9.12008000000003)
643;Quarenghi 12;SI;Via;Quarenghi;12;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.119520000000023;45.494770000000074;(45.494770000000074, 9.119520000000023)
644;Cimitero Maggiore;SI;Piazzale;Cimitero Maggiore;17;MILANO;20156;8;72;MAGGIORE - MUSOCCO - CERTOSA;9.12104000000005;45.503900000000044;(45.503900000000044, 9.12104000000005)
645;Cimitero Maggiore;SI;Piazzale;Cimitero Maggiore;17;MILANO;20156;8;72;MAGGIORE - MUSOCCO - CERTOSA;9.12101000000007;45.503990000000044;(45.503990000000044, 9.12101000000007)
646;Appennini 147/A;SI;Via;Appennini;147/A;MILANO;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.10116000000005;45.504530000000045;(45.504530000000045, 9.10116000000005)
647;Ferdinando Giorgi 31;SI;Via;Ferdinando Giorgi;31;MILANO;20151;8;64;TRENNO;9.104090000000042;45.490530000000035;(45.490530000000035, 9.104090000000042)
648;Lamennais 21;SI;Via;Lamennais;21;MILANO;20153;7;61;QUARTO CAGNINO;9.112640000000056;45.47363000000007;(45.47363000000007, 9.112640000000056)
649;Albenga 2;SI;Via;Albenga;2;MILANO;20153;7;60;STADIO - IPPODROMI;9.119940000000042;45.47401000000008;(45.47401000000008, 9.119940000000042)
650;Albenga 2;SI;Via;Albenga;2;MILANO;20153;7;60;STADIO - IPPODROMI;9.119540000000029;45.47428000000008;(45.47428000000008, 9.119540000000029)
651;Pio II;SI;Via;Pio II;3;MILANO;20153;7;56;FORZE ARMATE;9.113990000000058;45.46930000000003;(45.46930000000003, 9.113990000000058)
652;Forze Armate 212;SI;Viale;delle Forze Armate;212;MILANO;20152;7;56;FORZE ARMATE;9.112310000000036;45.460560000000044;(45.460560000000044, 9.112310000000036)
653;Forze Armate 212;SI;Viale;delle Forze Armate;212;MILANO;20152;7;56;FORZE ARMATE;9.112680000000069;45.460570000000075;(45.460570000000075, 9.112680000000069)
654;Piazzale Segesta 11;SI;Piazzale;Segesta;11;MILANO;20148;7;60;STADIO - IPPODROMI;9.136960000000045;45.47574000000003;(45.47574000000003, 9.136960000000045)
655;Piazzale Segesta 11;SI;Piazzale;Segesta;11;MILANO;20148;7;60;STADIO - IPPODROMI;9.136580000000038;45.47589000000005;(45.47589000000005, 9.136580000000038)
657;Pistoia 10;SI;Via;Pistoia ;10;MILANO;20153;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.09006000000005;45.46335000000005;(45.46335000000005, 9.09006000000005)
658;Pistoia 10;SI;Via;Pistoia ;10;MILANO;20153;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.090490000000045;45.46300000000008;(45.46300000000008, 9.090490000000045)
659;Pistoia 10;SI;Via;Pistoia ;10;MILANO;20153;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.090670000000046;45.46336000000008;(45.46336000000008, 9.090670000000046)
660;Pistoia 10;SI;Via;Pistoia ;10;MILANO;20153;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.090370000000064;45.463700000000074;(45.463700000000074, 9.090370000000064)
661;Piazza Stovani 3;SI;Piazza;Stovani;3;MILANO;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.092440000000067;45.460510000000056;(45.460510000000056, 9.092440000000067)
662;Amantea SNC;SI;Via;Amantea;;MILANO;20153;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.085000000000036;45.46422000000007;(45.46422000000007, 9.085000000000036)
663;Noale 1;SI;Via;Noale;1;MILANO;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.084280000000035;45.45918000000006;(45.45918000000006, 9.084280000000035)
664;Delle Betulle 39;SI;Via;delle Betulle;39;MILANO;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.078230000000076;45.45404000000008;(45.45404000000008, 9.078230000000076)
665;Delle Betulle 39;SI;Via;delle Betulle;39;MILANO;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.078760000000045;45.45431000000008;(45.45431000000008, 9.078760000000045)
666;Legioni Romane 54;SI;Viale;Legioni Romane;54;MILANO;20147;6;56;FORZE ARMATE;9.12787000000003;45.45962000000003;(45.45962000000003, 9.12787000000003)
667;Legioni Romane 54;SI;Viale;Legioni Romane;54;MILANO;20147;6;56;FORZE ARMATE;9.127900000000068;45.459760000000074;(45.459760000000074, 9.127900000000068)
668;Legioni Romane 54;SI;Viale;Legioni Romane;54;MILANO;20147;6;56;FORZE ARMATE;9.127740000000074;45.459880000000055;(45.459880000000055, 9.127740000000074)
670;Bergognone 30;SI;Via;Bergonone;30;MILANO;20144;6;50;PORTA GENOVA;9.164830000000052;45.452540000000056;(45.452540000000056, 9.164830000000052)
671;Bergognone 30;SI;Via;Bergonone;30;MILANO;20144;6;50;PORTA GENOVA;9.161420000000021;45.45347000000004;(45.45347000000004, 9.161420000000021)
672;Via Savona 99;SI;Via;Savona;99;MILANO;20146;6;49;GIAMBELLINO;9.151650000000075;45.449560000000076;(45.449560000000076, 9.151650000000075)
673;Via Savona 99;SI;Via;Savona;99;MILANO;20146;6;49;GIAMBELLINO;9.151650000000075;45.449560000000076;(45.449560000000076, 9.151650000000075)
674;Via Savona 99;SI;Via;Savona;99;MILANO;20144;6;49;GIAMBELLINO;9.151320000000055;45.45011000000005;(45.45011000000005, 9.151320000000055)
675;Odazio 9;SI;Via;Odazio;9;MILANO;20147;6;49;GIAMBELLINO;9.134600000000034;45.44759000000005;(45.44759000000005, 9.134600000000034)
676;Odazio 9;SI;Via;Odazio;9;MILANO;20147;6;49;GIAMBELLINO;9.134370000000047;45.44772000000006;(45.44772000000006, 9.134370000000047)
677;largo Giambellino e Giardini Odazio;SI;Largo;Giambellino;;MILANO;20147;6;49;GIAMBELLINO;9.134370000000047;45.44772000000006;(45.44772000000006, 9.134370000000047)
679;Fra Cristoforo 6;SI;Via;Fra Cristoforo;6;MILANO;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17109000000005;45.43634000000003;(45.43634000000003, 9.17109000000005)
680;Fra Cristoforo 6;SI;Via;Fra Cristoforo;6;MILANO;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17205000000007;45.43619000000007;(45.43619000000007, 9.17205000000007)
681;Don Luigi Orione 19;SI;Viale;Don Luigi Orione;19;MILANO;20132;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.248330000000067;45.50463000000008;(45.50463000000008, 9.248330000000067)
682;Tarabella 4;SI;Via ;Tarabella;4;MILANO;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.23422000000005;45.49617000000006;(45.49617000000006, 9.23422000000005)
683;Padova 118;SI;Via;Padova;118;MILANO;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.230800000000045;45.49642000000006;(45.49642000000006, 9.230800000000045)
684;Padova 118;SI;Via;Padova;118;MILANO;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.23061000000007;45.496530000000064;(45.496530000000064, 9.23061000000007)
685;Padova 118;SI;Via;Padova;118;MILANO;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.230940000000032;45.49667000000005;(45.49667000000005, 9.230940000000032)
686;Olgettina 60;SI;Via ;Fratelli Vigorelli;1;SEGRATE;;;;;9.265760000000057;45.50406000000004;(45.50406000000004, 9.265760000000057)
687;Trasimeno 41;SI;Via;Privata Trasimeno;41;MILANO;20128;2;17;ADRIANO;9.249140000000068;45.514680000000055;(45.514680000000055, 9.249140000000068)
688;S.Arialdo - Cimitero Chiaravalle;SI;Via;Sant'Arialdo;;MILANO;20139;5;85;PARCO DELLE ABBAZIE;9.229570000000024;45.41255000000007;(45.41255000000007, 9.229570000000024)
689;Cimarosa Domenico 1;SI;Via;Cimarosa Domenico;1;MILANO;20144;7;51;PORTA MAGENTA;9.158890000000042;45.46620000000007;(45.46620000000007, 9.158890000000042)
690;Cimarosa Domenico 1;SI;Via;Cimarosa Domenico;1;MILANO;20144;7;51;PORTA MAGENTA;9.158870000000036;45.46575000000007;(45.46575000000007, 9.158870000000036)
691;Sacco 14;SI;Via;Sacco;14;MILANO;20146;7;51;PORTA MAGENTA;9.152040000000056;45.465050000000076;(45.465050000000076, 9.152040000000056)
692;Sacco 14;SI;Via;Sacco;14;MILANO;20146;7;51;PORTA MAGENTA;9.152060000000063;45.46481000000006;(45.46481000000006, 9.152060000000063)
693;Sacco 14;SI;Via;Sacco;14;MILANO;20146;7;51;PORTA MAGENTA;9.152330000000063;45.464710000000025;(45.464710000000025, 9.152330000000063)
694;Alemagna 14;SI;Viale;Alemagna Emilio;14;MILANO;20121;1;8;PARCO SEMPIONE;9.172350000000051;45.473370000000045;(45.473370000000045, 9.172350000000051)
695;Romana 116;SI;Corso;di Porta Romana;116;MILANO;20122;1;5;PORTA VIGENTINA - PORTA LODOVICA;9.197380000000067;45.45396000000005;(45.45396000000005, 9.197380000000067)
696;Sforza 28 (Policlinico);SI;Via;Sforza;28;MILANO;20122;1;4;GUASTALLA;9.19613000000004;45.45941000000005;(45.45941000000005, 9.19613000000004)
697;Fiamma Galvano 7;SI;Via;Fiamma Galvano;7;MILANO;20129;4;26;XXII MARZO;9.211420000000032;45.46333000000004;(45.46333000000004, 9.211420000000032)
698;XXII Marzo 16;SI;Corso;XXII Marzo;16;MILANO;20129;4;26;XXII MARZO;9.21040000000005;45.46237000000008;(45.46237000000008, 9.21040000000005)
699;XXII Marzo 16;SI;Via;Emilio Morosini;8;MILANO;20135;4;26;XXII MARZO;9.21145000000007;45.462060000000065;(45.462060000000065, 9.21145000000007)
700;Friuli 30;SI;Via;Friuli;30;MILANO;20135;4;27;PTA ROMANA;9.212230000000034;45.45170000000007;(45.45170000000007, 9.212230000000034)
701;Friuli 30;SI;Via;Friuli;30;MILANO;20135;4;27;PTA ROMANA;9.211930000000052;45.45261000000005;(45.45261000000005, 9.211930000000052)
702;Friuli 30;SI;Via;Friuli;30;MILANO;20135;4;27;PTA ROMANA;9.212230000000034;45.45170000000007;(45.45170000000007, 9.212230000000034)
703;Lombroso 54;SI;Via;Cesare Lombroso ;54;MILANO;20137;4;29;ORTOMERCATO;9.231100000000026;45.44868000000008;(45.44868000000008, 9.231100000000026)
704;Dei Cinquecento 19;SI;Via;Dei Cinquecento;19;MILANO;20139;4;35;LODI - CORVETTO;9.220120000000065;45.43497000000008;(45.43497000000008, 9.220120000000065)
705;Panigarola 14;SI;Via;dei Panigarola;14;MILANO;20139;4;35;LODI - CORVETTO;9.22207000000003;45.43622000000005;(45.43622000000005, 9.22207000000003)
706;Panigarola 14;SI;Via;dei Panigarola;14;MILANO;20139;4;35;LODI - CORVETTO;9.222030000000075;45.43482000000006;(45.43482000000006, 9.222030000000075)
707;Panigarola 14;SI;Via;dei Panigarola;14;MILANO;20139;4;35;LODI - CORVETTO;9.221830000000068;45.43549000000007;(45.43549000000007, 9.221830000000068)
708;Oglio 18;SI;Via;Oglio;18;MILANO;20139;4;35;LODI - CORVETTO;9.217840000000024;45.44037000000003;(45.44037000000003, 9.217840000000024)
709;Domenico Savio 3;SI;Via;Domenico Savio;3;MILANO;20141;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.174760000000049;45.430750000000046;(45.430750000000046, 9.174760000000049)
710;Domenico Savio 3;SI;Via;Domenico Savio;3;MILANO;20141;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.173410000000047;45.430540000000065;(45.430540000000065, 9.173410000000047)
711;Domenico Savio 3;SI;Via;Domenico Savio;3;MILANO;20141;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.174300000000073;45.430540000000065;(45.430540000000065, 9.174300000000073)
712;Boifava 17;SI;Via;Boifava;17;MILANO;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.175040000000024;45.427410000000066;(45.427410000000066, 9.175040000000024)
713;Saponaro 30;SI;Via;Saponaro;30;MILANO;20142;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.173170000000027;45.40677000000005;(45.40677000000005, 9.173170000000027)
714;S.Paolino 4;SI;Via;San Paolino;4;MILANO;20142;6;46;BARONA;9.162990000000036;45.43092000000007;(45.43092000000007, 9.162990000000036)
715;S.Paolino 4;SI;Via;San Paolino;4;MILANO;20142;6;46;BARONA;9.163530000000037;45.43149000000005;(45.43149000000005, 9.163530000000037)
716;S.Paolino 4;SI;Via;San Paolino;4;MILANO;20142;6;46;BARONA;9.16315000000003;45.43165000000005;(45.43165000000005, 9.16315000000003)
717;S.Paolino 4;SI;Via;San Paolino;4;MILANO;20142;6;46;BARONA;9.16279000000003;45.43148000000008;(45.43148000000008, 9.16279000000003)
718;Di Rudini 3;SI;Via;Di Rudinì;3;MILANO;20142;6;46;BARONA;9.158440000000041;45.43316000000004;(45.43316000000004, 9.158440000000041)
721;Boffalora 116;SI;Via;Boffalora;116;MILANO;20142;6;46;BARONA;9.149950000000047;45.43287000000004;(45.43287000000004, 9.149950000000047)
722;Boffalora 116;SI;Via;Boffalora;116;MILANO;20142;6;46;BARONA;9.149860000000047;45.432330000000036;(45.432330000000036, 9.149860000000047)
723;Boffalora 109;SI;Via;Boffalora;109;MILANO;20142;6;46;BARONA;9.14933000000002;45.43249000000003;(45.43249000000003, 9.14933000000002)
724;Frisi Paolo 1;SI;Via;Frisi Paolo;1;MILANO;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.208230000000071;45.47482000000008;(45.47482000000008, 9.208230000000071)
725;Palestro 12;SI;Via;Palestro;12;MILANO;20121;1;4;GUASTALLA;9.198690000000056;45.47290000000004;(45.47290000000004, 9.198690000000056)
726;Manin 2A;SI;Via;Manin;2/A;MILANO;20121;1;3;GIARDINI P.TA VENEZIA;9.196880000000021;45.47398000000004;(45.47398000000004, 9.196880000000021)
727;Manin 2A;SI;Via;Manin;2/A;MILANO;20121;1;3;GIARDINI P.TA VENEZIA;9.196880000000021;45.47427000000005;(45.47427000000005, 9.196880000000021)
728;Degli Angioli 1;SI;Via;Degli Angioli;2;MILANO;20121;1;2;BRERA;9.183010000000024;45.473130000000026;(45.473130000000026, 9.183010000000024)
729;Giusti Giuseppe 42;SI;Via;Giusti Giuseppe;42;MILANO;20154;1;69;SARPI;9.172950000000071;45.47959000000003;(45.47959000000003, 9.172950000000071)
730;Foscolo;SI;Piazza;Della Scala;2;MILANO;20121;1;1;DUOMO;9.191340000000025;45.46611000000007;(45.46611000000007, 9.191340000000025)
731;Ciro Fontana 3;SI;Via;Ciro Fontana;3;MILANO;20121;1;1;DUOMO;9.189980000000048;45.46629000000007;(45.46629000000007, 9.189980000000048)
732;Ciro Fontana 3;SI;Via;Ciro Fontana;3;MILANO;20121;1;1;DUOMO;9.191340000000025;45.46611000000007;(45.46611000000007, 9.191340000000025)
738;Navigli;SI;Corso ;Porta Ticinese;40;MILANO;20123;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.180960000000027;45.45729000000006;(45.45729000000006, 9.180960000000027)
744;Navigli;SI;Via;Alzaia Naviglio Grande;22;MILANO;20144;6;44;PORTA TICINESE - CONCHETTA;9.17426000000006;45.45177000000007;(45.45177000000007, 9.17426000000006)
745;Navigli;SI;Via;Pioppette;4;MILANO;20123;1;1;DUOMO;9.181010000000072;45.45780000000008;(45.45780000000008, 9.181010000000072)
746;Navigli;SI;Corso;Porta Ticinese;1;MILANO;20123;1;1;DUOMO;9.181040000000053;45.460590000000025;(45.460590000000025, 9.181040000000053)
748;Navigli;SI;Via;Gabriele D'Annunzio;15;MILANO;20123;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.176190000000076;45.45413000000008;(45.45413000000008, 9.176190000000076)
752;Navigli;SI;Piazzale;Stazione Genova;1;MILANO;20144;6;44;PORTA TICINESE - CONCHETTA;9.169900000000041;45.45301000000006;(45.45301000000006, 9.169900000000041)
755;Navigli;SI;Via;Vigevano;19;MILANO;20144;6;44;PORTA TICINESE - CONCHETTA;9.173830000000066;45.452950000000044;(45.452950000000044, 9.173830000000066)
758;Navigli;SI;Via;Alzaia Naviglio Grande;22;MILANO;20144;6;44;PORTA TICINESE - CONCHETTA;9.174290000000042;45.45177000000007;(45.45177000000007, 9.174290000000042)
761;Navigli;SI;Via;Alzaia Naviglio Grande;;MILANO;20144;6;44;PORTA TICINESE - CONCHETTA;9.168010000000038;45.45044000000007;(45.45044000000007, 9.168010000000038)
763;Navigli;SI;Via;Alzaia Naviglio Pavese;16;MILANO;20143;6;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.177560000000028;45.44993000000005;(45.44993000000005, 9.177560000000028)
769;Navigli;SI;Via;Pavia;1;MILANO;20136;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.179500000000075;45.44732000000005;(45.44732000000005, 9.179500000000075)
770;Navigli;SI;Corso;Porta Ticinese;22;MILANO;20123;1;1;DUOMO;9.180980000000034;45.45854000000003;(45.45854000000003, 9.180980000000034)
772;Navigli;SI;Via;Giosuè Borsi ;2;MILANO;20143;6;44;PORTA TICINESE - CONCHETTA;9.176850000000059;45.44757000000004;(45.44757000000004, 9.176850000000059)
775;Navigli;SI;Via;Alzaia Naviglio Grande;2;MILANO;20144;6;44;PORTA TICINESE - CONCHETTA;9.176870000000065;45.452330000000075;(45.452330000000075, 9.176870000000065)
812;Don Carlo San Martino;SI;Via;Don Carlo San Martino;10;MILANO;20133;4;25;CORSICA;9.235280000000046;45.46801000000005;(45.46801000000005, 9.235280000000046)
825;Corso Como;SI;Largo;La Foppa;2;MILANO;20121;1;2;BRERA;9.18476000000004;45.47802000000007;(45.47802000000007, 9.18476000000004)
826;Corso Como;SI;Viale;Luigi Sturzo;;MILANO;20154;9;9;PORTA GARIBALDI - PORTA NUOVA;9.187760000000026;45.48369000000008;(45.48369000000008, 9.187760000000026)
831;Giardini Gregor Mendel;SI;Via;Restelli;24;MILANO;20124;2;11;ISOLA;9.197760000000073;45.49031000000008;(45.49031000000008, 9.197760000000073)
832;Giardini Aldo Protti;SI;Via;Restelli;39;MILANO;20124;2;12;MACIACHINI - MAGGIOLINA;9.198130000000049;45.49123000000003;(45.49123000000003, 9.198130000000049)
833;Giardini Aldo Protti;SI;Viale;Sondrio;2;MILANO;20124;2;12;MACIACHINI - MAGGIOLINA;9.201020000000028;45.48983000000004;(45.48983000000004, 9.201020000000028)
841;Piazza duca d'aosta;SI;Piazza;Duca d'Aosta;;MILANO;20124;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.203630000000032;45.48398000000003;(45.48398000000003, 9.203630000000032)
847;Piazzale Maciachini;SI;Piazza;Maciachini;;MILANO;20159;9;12;MACIACHINI - MAGGIOLINA;9.187110000000075;45.49830000000003;(45.49830000000003, 9.187110000000075)
933;Centro accoglienza Corelli;SI;Via;Corelli;;MILANO;;;;;;;
